Rk,Player,Tm,Age,Pos,Year,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
49,Oronde Gadsden,MIA,29,WR,2000,16,16,93,56,60.20%,786,14,6,35,53.8,61,8.5,3.5,49.1,0,GadsOr00
50,Charles Johnson,PHI,28,WR,2000,16,16,100,56,56.00%,642,11.5,7,33,43,59,6.4,3.5,40.1,0,JohnCh00
51,Jeff Graham,SDG,31,WR,2000,14,13,112,55,49.10%,907,16.5,4,38,43.8,83,8.1,3.9,64.8,1,GrahJe00
52,Ike Hilliard,NYG,24,WR,2000,14,14,105,55,52.40%,787,14.3,8,44,45.7,59,7.5,3.9,56.2,0,HillIk00
53,Eddie Kennison,CHI,27,WR,2000,16,10,95,55,57.90%,549,10,2,29,42.1,26,5.8,3.4,34.3,1,KennEd00
54,Marcus Robinson,CHI,25,WR,2000,11,11,102,55,53.90%,738,13.4,5,27,39.2,68,7.2,5,67.1,1,RobiMa00
55,Frank Sanders,ARI,27,WR,2000,16,16,116,54,46.60%,749,13.9,6,37,41.4,53,6.5,3.4,46.8,0,SandFr00
56,Dedric Ward,NYJ,26,WR,2000,16,16,119,54,45.40%,801,14.8,3,39,42.9,61,6.7,3.4,50.1,1,WardDe00
57,Curtis Conway,SDG,29,WR,2000,14,14,99,53,53.50%,712,13.4,5,30,39.4,68,7.2,3.8,50.9,0,ConwCu00
58,Az-Zahir Hakim,STL,23,WR,2000,16,4,81,53,65.40%,734,13.8,4,32,55.6,80,9.1,3.3,45.9,7,HakiAz00
59,Darrell Jackson,SEA,22,WR,2000,16,9,93,53,57.00%,713,13.5,6,31,48.4,71,7.7,3.3,44.6,2,JackDa00
60,James McKnight,DAL,28,WR,2000,16,15,106,52,49.10%,926,17.8,2,38,46.2,48,8.7,3.3,57.9,1,McKnJa00
61,Peerless Price,BUF,24,WR,2000,16,16,106,52,49.10%,762,14.7,3,34,42.5,42,7.2,3.3,47.6,4,PricPe00
62,Kevin Faulk,NWE,24,RB,2000,16,9,68,51,75.00%,465,9.1,1,18,50,52,6.8,3.2,29.1,6,FaulKe00
63,Jacquez Green,TAM,24,WR,2000,16,16,103,51,49.50%,773,15.2,1,34,42.7,75,7.5,3.2,48.3,0,GreeJa00
64,Peter Warrick,CIN,23,WR,2000,16,16,126,51,40.50%,592,11.6,4,34,34.9,46,4.7,3.2,37,2,WarrPe00
65,Eddie George*+,TEN,27,RB,2000,16,16,65,50,76.90%,453,9.1,2,23,55.4,24,7,3.1,28.3,5,GeorEd00
66,Jerome Pathon,IND,25,WR,2000,16,10,89,50,56.20%,646,12.9,3,33,51.7,38,7.3,3.1,40.4,0,PathJe00
67,James Thrash,WAS,25,WR,2000,16,9,74,50,67.60%,653,13.1,2,29,54.1,50,8.8,3.1,40.8,1,ThraJa00
68,Dwayne Carswell,DEN,28,TE,2000,16,16,64,49,76.60%,495,10.1,3,27,57.8,43,7.7,3.1,30.9,0,CarsDw00
69,Qadry Ismail,BAL,30,WR,2000,15,13,95,49,51.60%,655,13.4,5,37,47.4,53,6.9,3.3,43.7,0,IsmaQa00
70,Terrell Fletcher,SDG,27,RB,2000,16,6,71,48,67.60%,355,7.4,1,17,39.4,26,5,3,22.2,2,FletTe00
71,Sylvester Morris,KAN,23,WR,2000,15,14,105,48,45.70%,678,14.1,3,32,39,47,6.5,3.2,45.2,3,MorrSy00
72,Hines Ward,PIT,24,WR,2000,16,15,83,48,57.80%,672,14,4,31,49.4,77,8.1,3,42,2,WardHi00
73,Stephen Alexander*,WAS,25,TE,2000,16,16,72,47,65.30%,510,10.9,2,33,58.3,30,7.1,2.9,31.9,2,AlexSt00
74,Marty Booker,CHI,24,WR,2000,15,7,74,47,63.50%,490,10.4,2,28,48.6,41,6.6,3.1,32.7,2,BookMa00
75,Ken Dilger,IND,29,TE,2000,16,16,72,47,65.30%,538,11.4,3,27,52.8,32,7.5,2.9,33.6,1,DilgKe00
76,Bob Christian,ATL,32,FB,2000,16,14,63,44,69.80%,315,7.2,0,12,38.1,19,5,2.8,19.7,0,ChriBo00
77,Warrick Dunn*,TAM,25,RB,2000,16,14,69,44,63.80%,422,9.6,1,21,39.1,45,6.1,2.8,26.4,1,DunnWa00
78,Ricky Williams,NOR,23,RB,2000,10,10,55,44,80.00%,409,9.3,1,19,60,24,7.4,4.4,40.9,6,WillRi00
79,Jeremy McDaniel,BUF,24,WR,2000,16,6,69,43,62.30%,697,16.2,2,31,55.1,74,10.1,2.7,43.6,0,McDaJe00
80,Terrence Wilkins,IND,25,WR,2000,14,7,67,43,64.20%,569,13.2,3,28,55.2,43,8.5,3.1,40.6,4,WilkTe00
81,Jamal Anderson,ATL,28,RB,2000,16,16,58,42,72.40%,382,9.1,0,15,46.6,55,6.6,2.6,23.9,6,AndeJa00
82,Irving Fryar,WAS,38,WR,2000,14,6,76,41,53.90%,548,13.4,5,29,46.1,34,7.2,2.9,39.1,0,FryaIr00
83,Andre Rison,OAK,33,WR,2000,16,0,70,41,58.60%,606,14.8,6,29,55.7,49,8.7,2.6,37.9,0,RisoAn00
84,Herman Moore,DET,31,WR,2000,15,11,80,40,50.00%,434,10.9,3,25,43.8,30,5.4,2.7,28.9,0,MoorHe00
85,Bobby Shaw,PIT,25,WR,2000,16,0,69,40,58.00%,672,16.8,4,31,53.6,45,9.7,2.5,42,2,ShawBo00
86,Torrance Small,PHI,30,WR,2000,14,14,94,40,42.60%,569,14.2,3,27,37.2,70,6.1,2.9,40.6,0,SmalTo00
87,James Allen,CHI,25,RB,2000,16,15,60,39,65.00%,291,7.5,1,17,41.7,26,4.9,2.4,18.2,5,AlleJa00
88,Albert Connell,WAS,26,WR,2000,16,12,102,39,38.20%,762,19.5,3,29,33.3,77,7.5,2.4,47.6,0,ConnAl00
89,Jackie Harris,DAL,32,TE,2000,16,7,56,39,69.60%,306,7.8,5,18,42.9,21,5.5,2.4,19.1,0,HarrJa00
90,Dennis Northcutt,CLE,23,WR,2000,15,8,82,39,47.60%,422,10.8,0,24,36.6,37,5.1,2.6,28.1,1,NortDe00
91,Greg Clark,SFO,28,TE,2000,15,15,51,38,74.50%,342,9,2,18,56.9,34,6.7,2.5,22.8,1,ClarGr00
92,David Patten,CLE,26,WR,2000,14,11,72,38,52.80%,546,14.4,1,20,43.1,65,7.6,2.7,39,2,PattDa00
93,Willie Jackson,NOR,29,WR,2000,15,7,80,37,46.30%,523,14.1,6,28,41.3,53,6.5,2.5,34.9,2,JackWi00
94,Sammy Morris,BUF,23,RB,2000,12,8,48,37,77.10%,268,7.2,1,7,43.8,24,5.6,3.1,22.3,2,MorrSa00
95,Travis Prentice,CLE,24,RB,2000,16,11,43,37,86.00%,191,5.2,1,7,39.5,13,4.4,2.3,11.9,2,PrenTr00
96,Greg Comella,NYG,25,FB,2000,16,12,50,36,72.00%,274,7.6,0,13,42,25,5.5,2.3,17.1,2,ComeGr00
97,Robert Smith*,MIN,28,RB,2000,16,16,44,36,81.80%,348,9.7,3,15,52.3,53,7.9,2.3,21.8,4,SmitRo00
98,Fred Taylor,JAX,24,RB,2000,13,13,53,36,67.90%,240,6.7,2,11,39.6,19,4.5,2.8,18.5,4,TaylFr00
99,William Henderson,GNB,29,FB,2000,16,6,45,35,77.80%,234,6.7,1,10,60,25,5.2,2.2,14.6,1,HendWi00
100,Leslie Shepherd,MIA,31,WR,2000,13,11,59,35,59.30%,446,12.7,4,16,45.8,46,7.6,2.7,34.3,0,ShepLe00
101,Tim Biakabutuka,CAR,26,RB,2000,12,11,58,34,58.60%,341,10,2,15,46.6,25,5.9,2.8,28.4,4,BiakTi00
102,Germane Crowell,DET,24,WR,2000,9,7,73,34,46.60%,430,12.6,3,16,35.6,50,5.9,3.8,47.8,0,CrowGe00
103,Bubba Franks,GNB,22,TE,2000,16,13,55,34,61.80%,363,10.7,1,16,52.7,27,6.6,2.1,22.7,1,FranBu00
104,Stephen Davis*,WAS,26,RB,2000,15,15,49,33,67.30%,313,9.5,0,12,49,39,6.4,2.2,20.9,4,DaviSt00
105,Kevin Lockett,KAN,26,WR,2000,16,2,56,33,58.90%,422,12.8,2,25,48.2,34,7.5,2.1,26.4,3,LockKe00
106,Chris Sanders,TEN,28,WR,2000,16,14,61,33,54.10%,536,16.2,0,24,49.2,54,8.8,2.1,33.5,1,SandCh00
107,Shawn Bryson,BUF,24,RB,2000,16,7,46,32,69.60%,271,8.5,2,10,37,32,5.9,2,16.9,1,BrysSh00
108,Priest Holmes,BAL,27,RB,2000,16,2,46,32,69.60%,221,6.9,0,11,39.1,27,4.8,2,13.8,2,HolmPr00
109,Thomas Jones,ARI,22,RB,2000,14,4,46,32,69.60%,208,6.5,0,9,41.3,20,4.5,2.3,14.9,4,JoneTh00
110,David Sloan,DET,28,TE,2000,15,10,60,32,53.30%,379,11.8,2,19,41.7,59,6.3,2.1,25.3,0,SloaDa00
111,James Stewart,DET,29,RB,2000,16,16,48,32,66.70%,287,9,1,15,37.5,32,6,2,17.9,4,StewJa00
112,Chris Warren,2TM,32,RB,2000,14,1,43,32,74.40%,303,9.5,1,0,0,76,7,2.3,21.6,3,WarrCh00
113,Fred Beasley,SFO,26,FB,2000,15,15,51,31,60.80%,233,7.5,3,11,35.3,34,4.6,2.1,15.5,0,BeasFr00
114,Reggie Kelly,ATL,23,TE,2000,16,16,50,31,62.00%,340,11,2,14,46,37,6.8,1.9,21.3,1,KellRe00
115,Cecil Martin,PHI,25,FB,2000,16,9,39,31,79.50%,219,7.1,0,13,51.3,26,5.6,1.9,13.7,1,MartCe00
116,Ricky Proehl,STL,32,WR,2000,12,4,39,31,79.50%,441,14.2,4,26,76.9,29,11.3,2.6,36.8,0,ProeRi00
117,Jay Riemersma,BUF,27,TE,2000,12,12,60,31,51.70%,372,12,5,19,46.7,35,6.2,2.6,31,1,RiemJa00
118,Lamar Smith,MIA,30,RB,2000,15,15,38,31,81.60%,201,6.5,2,8,47.4,28,5.3,2.1,13.4,3,SmitLa00
119,Wesley Walls,CAR,34,TE,2000,8,8,49,31,63.30%,422,13.6,2,21,59.2,54,8.6,3.9,52.8,0,WallWe00
120,Chad Morton,NOR,23,RB,2000,16,3,37,30,81.10%,213,7.1,0,12,51.4,35,5.8,1.9,13.3,2,MortCh00
121,Marcus Pollard,IND,28,TE,2000,16,14,42,30,71.40%,439,14.6,3,18,59.5,50,10.5,1.9,27.4,0,PollMa00
122,Aaron Shea,CLE,24,TE,2000,15,8,51,30,58.80%,302,10.1,2,10,35.3,37,5.9,2,20.1,1,SheaAa00
123,J.J. Stokes,SFO,28,WR,2000,16,3,53,30,56.60%,524,17.5,3,26,52.8,53,9.9,1.9,32.8,0,StokJ.00
124,Rickey Dudley,OAK,28,TE,2000,16,16,49,29,59.20%,350,12.1,4,18,55.1,30,7.1,1.8,21.9,1,DudlRi00
125,Derrick Mayes,SEA,26,WR,2000,13,8,47,29,61.70%,264,9.1,1,16,44.7,40,5.6,2.2,20.3,0,MayeDe00
126,Dave Moore,TAM,31,TE,2000,16,16,54,29,53.70%,288,9.9,3,19,48.1,28,5.3,1.8,18,0,MoorDa00
127,Christian Fauria,SEA,29,TE,2000,15,10,39,28,71.80%,237,8.5,2,13,56.4,16,6.1,1.9,15.8,1,FaurCh00
128,Itula Mili,SEA,27,TE,2000,16,6,47,28,59.60%,288,10.3,3,18,48.9,34,6.1,1.8,18,1,MiliIt00
129,Travis Taylor,BAL,22,WR,2000,9,8,54,28,51.90%,276,9.9,3,17,44.4,40,5.1,3.1,30.7,1,TaylTr01
130,Desmond Clark,DEN,23,TE,2000,16,2,38,27,71.10%,339,12.6,3,18,57.9,44,8.9,1.7,21.2,0,ClarDe00
131,Terry Hardy,ARI,24,TE,2000,16,15,45,27,60.00%,160,5.9,1,10,42.2,13,3.6,1.7,10,2,HardTe00
132,Randy Jordan,OAK,30,RB,2000,16,0,32,27,84.40%,299,11.1,1,15,59.4,55,9.3,1.7,18.7,1,JordRa00
133,Jamal Lewis,BAL,21,RB,2000,16,13,36,27,75.00%,296,11,0,9,55.6,45,8.2,1.7,18.5,6,LewiJa00
134,Macey Brooks,CHI,25,WR,2000,16,3,50,26,52.00%,216,8.3,0,8,38,27,4.3,1.6,13.5,0,BrooMa00
135,Tim Dwight,ATL,25,WR,2000,14,1,53,26,49.10%,406,15.6,3,20,43.4,52,7.7,1.9,29,3,DwigTi00
136,Tony Martin,MIA,35,WR,2000,10,5,63,26,41.30%,393,15.1,0,19,39.7,44,6.2,2.6,39.3,0,MartTo00
137,Tony McGee,CIN,29,TE,2000,14,14,49,26,53.10%,309,11.9,1,13,44.9,39,6.3,1.9,22.1,0,McGeTo00
138,Jon Ritchie,OAK,26,FB,2000,13,12,33,26,78.80%,173,6.7,0,9,42.4,17,5.2,2,13.3,0,RitcJo00
139,Rocket Ismail,DAL,31,WR,2000,9,9,43,25,58.10%,350,14,1,18,53.5,44,8.1,2.8,38.9,1,IsmaRa00
140,Wane McGarity,DAL,24,WR,2000,14,0,49,25,51.00%,250,10,0,12,40.8,25,5.1,1.8,17.9,2,McGaWa00
141,Pete Mitchell,NYG,29,TE,2000,14,5,37,25,67.60%,245,9.8,1,17,59.5,22,6.6,1.8,17.5,1,MitcPe00
142,Stanley Pritchett,PHI,27,FB,2000,16,2,30,25,83.30%,193,7.7,0,15,56.7,17,6.4,1.6,12.1,1,PritSt00
143,Duce Staley,PHI,25,RB,2000,5,5,33,25,75.80%,201,8,0,12,54.5,26,6.1,5,40.2,3,StalDu00
144,Darnell Autry,PHI,24,RB,2000,11,7,37,24,64.90%,275,11.5,1,12,59.5,37,7.4,2.2,25,2,AutrDa00
145,Joe Jurevicius,NYG,26,WR,2000,14,3,49,24,49.00%,272,11.3,1,17,46.9,43,5.6,1.7,19.4,1,JureJo00
146,Craig Yeast,CIN,24,WR,2000,15,7,51,24,47.10%,301,12.5,0,18,41.2,27,5.9,1.6,20.1,3,YeasCr00
147,Mike Anderson,DEN,27,RB,2000,16,12,32,23,71.90%,169,7.3,0,8,43.8,18,5.3,1.4,10.6,4,AndeMi00
148,Obafemi Ayanbadejo,BAL,25,RB,2000,8,4,29,23,79.30%,168,7.3,1,9,48.3,26,5.8,2.9,21,0,AyanOb00
149,Kaseem Sinceno,CHI,24,TE,2000,11,11,41,23,56.10%,206,9,0,12,48.8,28,5,2.1,18.7,0,SincKa00
150,Mack Strong,SEA,29,FB,2000,16,13,30,23,76.70%,141,6.1,1,7,40,24,4.7,1.4,8.8,0,StroMa00
151,Robert Thomas,DAL,26,FB,2000,16,15,31,23,74.20%,117,5.1,2,4,45.2,14,3.8,1.4,7.3,2,ThomRo02
152,Plaxico Burress,PIT,23,WR,2000,12,9,65,22,33.80%,273,12.4,0,13,30.8,39,4.2,1.8,22.8,1,BurrPl00
153,Isaac Byrd,CAR,26,WR,2000,15,4,44,22,50.00%,241,11,2,14,45.5,34,5.5,1.5,16.1,0,ByrdIs00
154,Byron Chamberlain,DEN,29,TE,2000,15,0,32,22,68.80%,283,12.9,1,12,62.5,38,8.8,1.5,18.9,0,ChamBy00
155,Laveranues Coles,NYJ,23,WR,2000,13,3,42,22,52.40%,370,16.8,1,16,45.2,63,8.8,1.7,28.5,0,ColeLa00
156,Reggie Jones,SDG,29,WR,2000,11,2,38,22,57.90%,253,11.5,0,14,47.4,34,6.7,2,23,1,JoneRe00
157,Johnny McWilliams,MIN,28,TE,2000,15,7,29,22,75.90%,180,8.2,3,8,48.3,26,6.2,1.5,12,0,McWiJo00
158,Donald Driver,GNB,25,WR,2000,16,2,49,21,42.90%,322,15.3,1,16,38.8,49,6.6,1.3,20.1,0,DrivDo00
159,Andrew Glover,NOR,33,TE,2000,16,14,40,21,52.50%,281,13.4,4,12,40,39,7,1.3,17.6,0,GlovAn00
160,Keith Poole,NOR,26,WR,2000,15,4,37,21,56.80%,293,14,1,12,43.2,49,7.9,1.4,19.5,1,PoolKe00
161,Eric Bjornson,NWE,29,TE,2000,8,6,33,20,60.60%,152,7.6,2,11,45.5,19,4.6,2.5,19,0,BjorEr00
162,James Jett,OAK,30,WR,2000,16,13,39,20,51.30%,356,17.8,2,16,48.7,84,9.1,1.3,22.3,0,JettJa00
163,J.R. Redmond,NWE,23,RB,2000,12,5,29,20,69.00%,126,6.3,2,5,27.6,20,4.3,1.7,10.5,2,RedmJ.00
164,Tyrone Wheatley,OAK,28,RB,2000,14,13,34,20,58.80%,156,7.8,1,7,38.2,17,4.6,1.4,11.1,4,WheaTy00
165,Brandon Bennett,CIN,27,RB,2000,16,0,29,19,65.50%,168,8.8,0,5,27.6,25,5.8,1.2,10.5,2,BennBr00
166,Tyrone Davis,GNB,28,TE,2000,14,9,40,19,47.50%,177,9.3,2,10,37.5,41,4.4,1.4,12.6,2,DaviTy00
167,Danny Farmer,CIN,23,WR,2000,13,2,33,19,57.60%,268,14.1,0,13,48.5,38,8.1,1.5,20.6,1,FarmDa00
168,Courtney Hawkins,PIT,31,WR,2000,13,5,43,19,44.20%,238,12.5,1,10,32.6,33,5.5,1.5,18.3,0,HawkCo00
169,Erron Kinney,TEN,23,TE,2000,16,9,35,19,54.30%,197,10.4,1,10,42.9,19,5.6,1.2,12.3,1,KinnEr00
170,Jermaine Lewis,BAL,26,WR,2000,15,1,35,19,54.30%,161,8.5,1,11,42.9,26,4.6,1.3,10.7,0,LewiJe00
171,Kris Mangum,CAR,27,TE,2000,15,7,31,19,61.30%,215,11.3,1,13,54.8,31,6.9,1.3,14.3,0,MangKr00
172,Tai Streets,SFO,23,WR,2000,15,1,41,19,46.30%,287,15.1,0,10,41.5,39,7,1.3,19.1,1,StreTa00
173,Corey Dillon*,CIN,26,RB,2000,16,16,26,18,69.20%,158,8.8,0,5,42.3,31,6.1,1.1,9.9,4,DillCo00
174,Troy Edwards,PIT,23,WR,2000,14,1,44,18,40.90%,215,11.9,0,11,31.8,27,4.9,1.3,15.4,1,EdwaTr00
175,E.G. Green,IND,25,WR,2000,7,0,26,18,69.20%,201,11.2,1,12,57.7,34,7.7,2.6,28.7,0,GreeE.00
176,Fred McCrary,SDG,28,FB,2000,15,12,26,18,69.20%,141,7.8,2,9,46.2,19,5.4,1.2,9.4,1,McCrFr00
177,Chris Walsh,MIN,32,WR,2000,16,0,22,18,81.80%,191,10.6,0,13,68.2,21,8.7,1.1,11.9,0,WalsCh00
178,Jermaine Wiggins,2TM,25,TE,2000,15,2,28,18,64.30%,207,11.5,2,0,0,59,7.4,1.2,13.8,1,WiggJe00
179,Mark Bruener,PIT,28,TE,2000,16,16,34,17,50.00%,192,11.3,3,11,41.2,30,5.6,1.1,12,0,BrueMa00
180,Mac Cody,ARI,28,WR,2000,15,1,27,17,63.00%,212,12.5,0,12,55.6,24,7.9,1.1,14.1,4,CodyMa00
181,John Davis,MIN,27,TE,2000,15,9,29,17,58.60%,202,11.9,1,10,48.3,37,7,1.1,13.5,0,DaviJo00
182,William Floyd,CAR,28,FB,2000,10,8,27,17,63.00%,114,6.7,1,8,40.7,15,4.2,1.7,11.4,0,FloyWi00
183,Larry Foster,DET,24,WR,2000,10,0,27,17,63.00%,175,10.3,1,5,25.9,40,6.5,1.7,17.5,2,FostLa00
184,MarTay Jenkins,ARI,25,WR,2000,16,2,40,17,42.50%,219,12.9,0,11,35,34,5.5,1.1,13.7,3,JenkMa00
185,Anthony Becht,NYJ,23,TE,2000,14,10,30,16,53.30%,144,9,2,9,50,30,4.8,1.1,10.3,1,BechAn00
186,Marc Edwards,CLE,26,FB,2000,16,8,22,16,72.70%,128,8,2,5,59.1,21,5.8,1,8,2,EdwaMa00
187,Bobby Engram,CHI,27,WR,2000,3,3,23,16,69.60%,109,6.8,0,6,39.1,25,4.7,5.3,36.3,1,EngrBo00
188,Jermaine Fazande,SDG,25,RB,2000,13,7,18,16,88.90%,104,6.5,0,2,50,17,5.8,1.2,8,1,FazaJe00
189,Howard Griffith,DEN,33,FB,2000,14,14,31,16,51.60%,101,6.3,2,7,41.9,16,3.3,1.1,7.2,0,GrifHo00
190,Matthew Hatchette,MIN,26,WR,2000,14,4,33,16,48.50%,190,11.9,2,9,30.3,39,5.8,1.1,13.6,0,HatcMa00
191,Dorsey Levens,GNB,30,RB,2000,5,5,21,16,76.20%,146,9.1,0,9,52.4,37,7,3.2,29.2,0,LeveDo00
192,Adrian Murrell,WAS,30,RB,2000,15,0,22,16,72.70%,93,5.8,0,1,27.3,12,4.2,1.1,6.2,1,MurrAd00
193,Jake Reed,NOR,33,WR,2000,7,6,31,16,51.60%,206,12.9,0,12,51.6,22,6.6,2.3,29.4,0,ReedJa00
