Rk,Player,Tm,Age,Pos,Year,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
195,Travis Henry,TEN,28,RB,2006,14,13,25,18,72.00%,78,4.3,0,2,20,12,3.1,1.3,5.6,3,HenrTr00
196,Jamal Lewis,BAL,27,RB,2006,16,16,26,18,69.20%,115,6.4,0,5,42.3,15,4.4,1.1,7.2,4,LewiJa00
197,Willis McGahee,BUF,25,RB,2006,14,14,28,18,64.30%,156,8.7,0,4,39.3,56,5.6,1.3,11.1,4,McGaWi00
198,Tony Scheffler,DEN,23,TE,2006,13,5,37,18,48.60%,286,15.9,4,15,45.9,29,7.7,1.4,22,0,ScheTo00
199,Mike Sellers,WAS,31,FB,2006,16,6,21,18,85.70%,105,5.8,1,6,47.6,15,5,1.1,6.6,1,SellMi00
200,Obafemi Ayanbadejo,ARI,31,RB,2006,14,0,19,17,89.50%,139,8.2,0,7,47.4,27,7.3,1.2,9.9,1,AyanOb00
201,Samkon Gado,2TM,24,RB,2006,9,1,23,17,73.90%,85,5,0,0,0,19,3.7,1.9,9.4,1,GadoSa00
202,Az-Zahir Hakim,DET,29,WR,2006,6,0,27,17,63.00%,147,8.6,0,7,51.9,23,5.4,2.8,24.5,0,HakiAz00
203,Vernand Morency,2TM,26,RB,2006,14,2,19,17,89.50%,118,6.9,0,0,0,29,6.2,1.2,8.4,2,MoreVe00
204,Lorenzo Neal*+,SDG,36,FB,2006,16,11,26,17,65.40%,83,4.9,0,3,34.6,21,3.2,1.1,5.2,2,NealLo00
205,Clinton Portis,WAS,25,RB,2006,8,7,26,17,65.40%,170,10,0,4,34.6,74,6.5,2.1,21.3,0,PortCl00
206,Kevin Walter,HOU,25,WR,2006,16,2,21,17,81.00%,160,9.4,0,12,61.9,15,7.6,1.1,10,1,WaltKe00
207,Tim Dwight,NYJ,31,WR,2006,9,2,19,16,84.20%,112,7,0,7,57.9,15,5.9,1.8,12.4,1,DwigTi00
208,Justin Peelle,MIA,27,TE,2006,15,10,18,16,88.90%,116,7.3,1,5,50,25,6.4,1.1,7.7,0,PeelJu00
209,Leonard Pope,ARI,23,TE,2006,16,6,23,16,69.60%,161,10.1,0,7,47.8,33,7,1,10.1,0,PopeLe00
210,Thomas Tapeh,PHI,26,FB,2006,16,8,21,16,76.20%,85,5.3,1,3,28.6,15,4,1,5.3,0,TapeTh00
211,Adam Bergen,ARI,23,TE,2006,14,7,24,15,62.50%,111,7.4,1,5,41.7,17,4.6,1.1,7.9,2,BergAd00
212,Najeh Davenport,PIT,27,RB,2006,13,0,21,15,71.40%,193,12.9,1,9,47.6,32,9.2,1.2,14.8,2,DaveNa00
213,Corey Dillon,NWE,32,RB,2006,16,13,16,15,93.80%,147,9.8,0,5,62.5,52,9.2,0.9,9.2,2,DillCo00
214,Malcom Floyd,SDG,25,WR,2006,12,0,32,15,46.90%,210,14,3,9,37.5,46,6.6,1.3,17.5,0,FloyMa00
215,Michael Gaines,CAR,26,TE,2006,16,9,29,15,51.70%,146,9.7,0,9,44.8,19,5,0.9,9.1,0,GainMi00
216,Ahmard Hall,TEN,27,FB,2006,14,7,21,15,71.40%,138,9.2,0,6,42.9,28,6.6,1.1,9.9,1,HallAh00
217,Mike Karney,NOR,25,FB,2006,15,7,20,15,75.00%,96,6.4,2,6,65,12,4.8,1,6.4,0,KarnMi00
218,Kris Wilson,KAN,25,FB,2006,16,10,24,15,62.50%,132,8.8,3,11,50,19,5.5,0.9,8.3,0,WilsKr00
219,Corey Bradford,DET,31,WR,2006,9,2,25,14,56.00%,164,11.7,0,9,56,23,6.6,1.6,18.2,1,BradCo00
220,Mark Bradley,CHI,24,WR,2006,10,0,23,14,60.90%,282,20.1,3,11,52.2,75,12.3,1.4,28.2,0,BradMa00
221,Ron Dayne,HOU,28,RB,2006,11,6,18,14,77.80%,77,5.5,0,3,38.9,13,4.3,1.3,7,1,DaynRo00
222,Anthony Fasano,DAL,22,TE,2006,16,5,24,14,58.30%,126,9,0,4,50,22,5.3,0.9,7.9,0,FasaAn00
223,Tony Fisher,STL,27,RB,2006,8,0,18,14,77.80%,159,11.4,0,5,27.8,49,8.8,1.8,19.9,0,FishTo00
224,Brandon Manumaleuna,SDG,26,TE,2006,16,7,17,14,82.40%,91,6.5,3,6,52.9,19,5.4,0.9,5.7,0,ManuBr00
225,Billy Miller,NOR,29,TE,2006,10,3,22,14,63.60%,129,9.2,0,7,54.5,22,5.9,1.4,12.9,1,MillBi00
226,Matt Schobel,PHI,28,TE,2006,16,4,20,14,70.00%,214,15.3,2,8,50,60,10.7,0.9,13.4,1,SchoMa00
227,Tony Stewart,CIN,27,TE,2006,16,3,18,14,77.80%,120,8.6,1,5,50,26,6.7,0.9,7.5,0,StewTo00
228,LenDale White,TEN,22,RB,2006,13,0,20,14,70.00%,60,4.3,0,1,15,13,3,1.1,4.6,0,WhitLe01
229,Justin Fargas,OAK,26,RB,2006,16,6,21,13,61.90%,91,7,0,3,42.9,21,4.3,0.8,5.7,1,FargJu00
230,Maurice Hicks,SFO,28,RB,2006,16,0,15,13,86.70%,137,10.5,1,6,60,33,9.1,0.8,8.6,2,HickMa00
231,Chad Jackson,NWE,21,WR,2006,12,1,19,13,68.40%,152,11.7,3,6,47.4,35,8,1.1,12.7,0,JackCh00
232,Marcedes Lewis,JAX,22,TE,2006,15,3,21,13,61.90%,126,9.7,1,6,47.6,31,6,0.9,8.4,0,LewiMa00
233,Shaun McDonald,STL,25,WR,2006,16,0,19,13,68.40%,136,10.5,1,6,47.4,28,7.2,0.8,8.5,2,McDoSh00
234,Jeb Putzier,HOU,27,TE,2006,14,5,22,13,59.10%,125,9.6,0,6,45.5,26,5.7,0.9,8.9,0,PutzJe00
235,Tony Richardson,MIN,35,FB,2006,9,7,14,13,92.90%,111,8.5,0,8,57.1,25,7.9,1.4,12.3,0,RichTo00
236,Ben Troupe,TEN,24,TE,2006,10,9,29,13,44.80%,150,11.5,2,8,31,32,5.2,1.3,15,0,TrouBe00
237,Shaun Alexander,SEA,29,RB,2006,10,10,16,12,75.00%,48,4,0,4,31.3,14,3,1.2,4.8,6,AlexSh00
238,Stephen Davis,STL,32,RB,2006,15,0,17,12,70.60%,90,7.5,1,5,41.2,18,5.3,0.8,6,1,DaviSt00
239,William Henderson,GNB,35,FB,2006,14,9,18,12,66.70%,62,5.2,0,3,38.9,13,3.4,0.9,4.4,0,HendWi00
240,Jerious Norwood,ATL,23,RB,2006,14,0,15,12,80.00%,102,8.5,0,4,53.3,32,6.8,0.9,7.3,0,NorwJe00
241,Marcus Pollard,DET,34,TE,2006,15,5,17,12,70.60%,100,8.3,0,6,41.2,22,5.9,0.8,6.7,0,PollMa00
242,Visanthe Shiancoe,NYG,26,TE,2006,16,4,14,12,85.70%,81,6.8,0,4,50,16,5.8,0.8,5.1,1,ShiaVi00
243,James Thrash,WAS,31,WR,2006,16,0,20,12,60.00%,151,12.6,1,9,60,27,7.6,0.8,9.4,0,ThraJa00
244,Jabar Gaffney,NWE,26,WR,2006,11,6,20,11,55.00%,142,12.9,1,9,45,33,7.1,1,12.9,0,GaffJa00
245,Brandon Jacobs,NYG,24,RB,2006,15,0,14,11,78.60%,149,13.5,0,3,50,43,10.6,0.7,9.9,2,JacoBr00
246,John Madsen,OAK,23,WR,2006,15,1,19,11,57.90%,146,13.3,1,4,42.1,57,7.7,0.7,9.7,0,MadsJo00
247,Maurice Morris,SEA,27,RB,2006,16,8,20,11,55.00%,46,4.2,0,2,30,27,2.3,0.7,2.9,1,MorrMa00
248,David Thomas,NWE,23,TE,2006,15,3,16,11,68.80%,159,14.5,1,5,68.8,36,9.9,0.7,10.6,0,ThomDa02
249,Josh Cribbs,CLE,23,WR,2006,16,1,15,10,66.70%,91,9.1,0,4,40,14,6.1,0.6,5.7,3,CribJo01
250,Zack Crockett,OAK,34,FB,2006,16,9,17,10,58.80%,53,5.3,0,1,35.3,14,3.1,0.6,3.3,2,CrocZa00
251,Nick Goings,CAR,28,RB,2006,11,0,15,10,66.70%,107,10.7,1,4,53.3,23,7.1,0.9,9.7,0,GoinNi00
252,LaMont Jordan,OAK,28,RB,2006,9,8,16,10,62.50%,74,7.4,0,4,37.5,21,4.6,1.1,8.2,1,JordLa00
253,Donald Lee,GNB,26,TE,2006,15,2,21,10,47.60%,150,15,0,8,38.1,32,7.1,0.7,10,0,LeexDo00
254,Itula Mili,SEA,33,TE,2006,10,2,18,10,55.60%,69,6.9,0,4,33.3,15,3.8,1,6.9,0,MiliIt00
255,Mike Anderson,BAL,33,RB,2006,16,0,14,9,64.30%,54,6,0,2,14.3,13,3.9,0.6,3.4,0,AndeMi00
256,B.J. Askew,NYJ,26,FB,2006,13,5,12,9,75.00%,50,5.6,0,4,41.7,12,4.2,0.7,3.8,0,AskeB.00
257,Michael Bennett,KAN,28,RB,2006,11,0,12,9,75.00%,77,8.6,0,1,50,14,6.4,0.8,7,1,BennMi00
258,Mark Bruener,HOU,34,TE,2006,15,4,10,9,90.00%,62,6.9,2,4,60,25,6.2,0.6,4.1,0,BrueMa00
259,Jerome Harrison,CLE,23,RB,2006,10,1,14,9,64.30%,47,5.2,0,1,35.7,12,3.4,0.9,4.7,1,HarrJe00
260,Carlyle Holiday,2TM,25,WR,2006,8,2,18,9,50.00%,126,14,0,0,0,35,7,1.1,15.8,0,HoliCa00
261,Bethel Johnson,MIN,27,WR,2006,11,2,19,9,47.40%,156,17.3,0,6,42.1,40,8.2,0.8,14.2,1,JohnBe00
262,Julius Jones,DAL,25,RB,2006,16,16,15,9,60.00%,142,15.8,0,7,60,39,9.5,0.6,8.9,1,JoneJu01
263,David Kircus,DEN,26,WR,2006,16,0,27,9,33.30%,187,20.8,0,9,33.3,45,6.9,0.6,11.7,0,KircDa00
264,Brandon Miree,GNB,25,RB,2006,10,3,13,9,69.20%,57,6.3,0,3,38.5,20,4.4,0.9,5.7,0,MireBr00
265,Chris Perry,CIN,25,RB,2006,6,1,11,9,81.80%,42,4.7,0,3,45.5,12,3.8,1.5,7,2,PerrCh00
266,Michael Robinson,SFO,23,WR,2006,16,0,12,9,75.00%,47,5.2,0,3,50,12,3.9,0.6,2.9,0,RobiMi00
267,Brad Smith,NYJ,23,WR/QB,2006,16,3,15,9,60.00%,61,6.8,0,5,46.7,19,4.1,0.6,3.8,1,SmitBr01
268,Kelley Washington,CIN,27,WR,2006,5,1,12,9,75.00%,115,12.8,1,7,66.7,22,9.6,1.8,23,0,WashKe00
269,J.J. Arrington,ARI,23,RB,2006,16,0,10,8,80.00%,58,7.3,0,4,50,19,5.8,0.5,3.6,1,ArriJ.00
270,Cedric Benson,CHI,24,RB,2006,15,0,10,8,80.00%,54,6.8,0,2,50,22,5.4,0.5,3.6,0,BensCe00
271,Shawn Bryson,DET,30,RB,2006,6,1,9,8,88.90%,98,12.3,1,5,66.7,37,10.9,1.3,16.3,0,BrysSh00
272,Ernie Conwell,NOR,34,TE,2006,7,5,13,8,61.50%,57,7.1,1,3,53.8,15,4.4,1.1,8.1,0,ConwEr00
273,Jeff Dugan,MIN,25,FB,2006,7,7,13,8,61.50%,40,5,1,5,46.2,10,3.1,1.1,5.7,0,DugaJe00
274,Jim Finn,NYG,30,FB,2006,16,11,13,8,61.50%,54,6.8,0,4,53.8,11,4.2,0.5,3.4,0,FinnJi00
275,Bryan Gilmore,SFO,28,WR,2006,16,3,31,8,25.80%,150,18.8,1,5,19.4,75,4.8,0.5,9.4,1,GilmBr00
276,David Givens,TEN,26,WR,2006,5,5,20,8,40.00%,104,13,0,5,30,27,5.2,1.6,20.8,0,GiveDa00
277,Dan Kreider,PIT,29,FB,2006,16,12,13,8,61.50%,62,7.8,0,2,46.2,15,4.8,0.5,3.9,0,KreiDa00
278,Aaron Moorehead,IND,26,WR,2006,12,0,16,8,50.00%,82,10.3,1,5,43.8,36,5.1,0.7,6.8,0,MoorAa00
279,Cecil Sapp,DEN,28,RB,2006,11,1,10,8,80.00%,34,4.3,0,1,40,9,3.4,0.7,3.1,0,SappCe00
280,Cory Schlesinger,DET,34,FB,2006,14,5,11,8,72.70%,36,4.5,0,0,0,6,3.3,0.6,2.6,0,SchlCo00
281,Terrelle Smith,CLE,28,FB,2006,16,8,11,8,72.70%,21,2.6,0,0,18.2,7,1.9,0.5,1.3,0,SmitTe00
282,Brandon Stokley,IND,30,WR,2006,4,1,11,8,72.70%,85,10.6,1,3,54.5,23,7.7,2,21.3,0,StokBr00
283,Mike Williams,DET,22,WR,2006,8,2,18,8,44.40%,99,12.4,1,5,33.3,21,5.5,1,12.4,0,WillMi03
284,Roydell Williams,TEN,25,WR,2006,14,0,21,8,38.10%,121,15.1,0,6,38.1,20,5.8,0.6,8.6,0,WillRo05
285,Jason Avant,PHI,23,WR,2006,8,3,14,7,50.00%,68,9.7,1,5,42.9,18,4.9,0.9,8.5,1,AvanJa00
286,Kevan Barlow,NYJ,27,RB,2006,12,3,10,7,70.00%,21,3,0,1,30,8,2.1,0.6,1.8,1,BarlKe00
287,Heath Evans,NWE,28,FB,2006,16,3,9,7,77.80%,34,4.9,1,2,22.2,11,3.8,0.4,2.1,1,EvanHe00
288,Casey Fitzsimmons,DET,26,TE,2006,11,2,10,7,70.00%,71,10.1,0,3,50,18,7.1,0.6,6.5,0,FitzCa00
289,Madison Hedgecock,STL,25,FB,2006,16,9,10,7,70.00%,29,4.1,0,1,50,7,2.9,0.4,1.8,0,HedgMa00
290,Cedric Houston,NYJ,24,RB,2006,8,1,8,7,87.50%,43,6.1,0,1,37.5,11,5.4,0.9,5.4,0,HousCe00
291,Kyle Johnson,DEN,28,FB,2006,14,7,11,7,63.60%,37,5.3,1,2,36.4,20,3.4,0.5,2.6,0,JohnKy00
292,Jim Kleinsasser,MIN,29,TE,2006,16,12,16,7,43.80%,47,6.7,0,1,25,14,2.9,0.4,2.9,0,KleiJi00
293,Johnnie Morant,OAK,25,WR,2006,10,2,12,7,58.30%,70,10,0,3,50,18,5.8,0.7,7,2,MoraJo00
294,Koren Robinson,GNB,26,WR,2006,4,0,16,7,43.80%,89,12.7,0,6,43.8,24,5.6,1.8,22.3,0,RobiKo00
295,Daimon Shelton,BUF,34,FB,2006,14,10,10,7,70.00%,35,5,0,2,30,14,3.5,0.5,2.5,0,ShelDa00
296,Maurice Stovall,TAM,21,WR,2006,9,2,13,7,53.80%,102,14.6,0,4,46.2,27,7.8,0.8,11.3,0,StovMa00
297,Jerame Tuman,PIT,30,TE,2006,15,4,7,7,100.00%,73,10.4,1,5,85.7,21,10.4,0.5,4.9,0,TumaJe00
298,Dwayne Blakley,ATL,27,TE,2006,16,4,14,6,42.90%,76,12.7,0,4,35.7,28,5.4,0.4,4.8,0,BlakDw00
299,Brad Cieslak,BUF,24,TE,2006,7,2,9,6,66.70%,46,7.7,0,2,66.7,13,5.1,0.9,6.6,0,CiesBr00
300,John Gilmore,CHI,27,TE,2006,16,3,12,6,50.00%,38,6.3,2,3,33.3,18,3.2,0.4,2.4,0,GilmJo00
301,Ben Hartsock,TEN,26,TE,2006,6,3,15,6,40.00%,68,11.3,0,4,33.3,23,4.5,1,11.3,0,HartBe00
302,Jeremi Johnson,CIN,26,FB,2006,16,11,9,6,66.70%,37,6.2,0,2,22.2,17,4.1,0.4,2.3,0,JohnJe00
303,Jamal Jones,NOR,25,WR,2006,12,1,10,6,60.00%,108,18,1,3,50,41,10.8,0.5,9,0,JoneJa02
304,Vonta Leach,2TM,25,RB,2006,12,5,7,6,85.70%,61,10.2,1,0,0,19,8.7,0.5,5.1,0,LeacVo00
305,Richard Owens,MIN,26,TE,2006,16,2,9,6,66.70%,45,7.5,1,3,33.3,16,5,0.4,2.8,0,OwenRi00
306,Adrian Peterson,CHI,27,RB,2006,16,0,6,6,100.00%,88,14.7,0,2,50,37,14.7,0.4,5.5,2,PeteAd00
307,Sean Ryan,NYJ,26,TE,2006,16,3,9,6,66.70%,44,7.3,0,1,55.6,10,4.9,0.4,2.8,1,RyanSe00
308,Marcel Shipp,ARI,28,RB,2006,15,0,11,6,54.50%,60,10,0,3,27.3,22,5.5,0.4,4,0,ShipMa00
309,Lawrence Vickers,CLE,23,FB,2006,16,1,7,6,85.70%,60,10,0,2,85.7,29,8.6,0.4,3.8,0,VickLa00
310,Jason Wright,CLE,24,RB,2006,13,3,11,6,54.50%,82,13.7,0,2,27.3,54,7.5,0.5,6.3,1,WrigJa01
311,Derrick Blaylock,NYJ,27,RB,2006,4,2,9,5,55.60%,29,5.8,0,1,33.3,9,3.2,1.3,7.3,0,BlayDe00
312,Kyle Brady,JAX,34,TE,2006,16,14,8,5,62.50%,37,7.4,0,2,50,13,4.6,0.3,2.3,0,BradKy00
313,Jamaal Branch,NOR,25,RB,2006,1,0,6,5,83.30%,14,2.8,1,1,16.7,7,2.3,5,14,0,BranJa00
314,Aveion Cason,DET,27,RB,2006,6,2,10,5,50.00%,26,5.2,0,1,10,14,2.6,0.8,4.3,0,CasoAv00
315,Keary Colbert,CAR,24,WR,2006,12,3,12,5,41.70%,56,11.2,0,4,33.3,16,4.7,0.4,4.7,0,ColbKe00
316,Robert Ferguson,GNB,27,WR,2006,4,1,13,5,38.50%,31,6.2,1,2,23.1,10,2.4,1.3,7.8,0,FergRo00
317,Cortez Hankton,JAX,25,WR,2006,12,1,11,5,45.50%,48,9.6,0,4,36.4,15,4.4,0.4,4,0,HankCo00
318,Sam Hurd,DAL,21,WR,2006,15,2,11,5,45.50%,75,15,0,2,45.5,33,6.8,0.3,5,0,HurdSa00
319,Nate Jackson,DEN,27,WR,2006,11,0,6,5,83.30%,49,9.8,0,1,50,24,8.2,0.5,4.5,0,JackNa00
320,Michael Jennings,NYG,27,WR,2006,8,0,8,5,62.50%,49,9.8,0,2,37.5,20,6.1,0.6,6.1,0,JennMi00
321,Reno Mahe,PHI,26,RB,2006,12,1,6,5,83.30%,23,4.6,0,1,33.3,8,3.8,0.4,1.9,4,MaheRe00
322,Sinorice Moss,NYG,23,WR,2006,6,0,10,5,50.00%,25,5,0,1,30,10,2.5,0.8,4.2,0,MossSi00
323,Moran Norris,SFO,28,FB,2006,14,7,7,5,71.40%,36,7.2,2,3,42.9,32,5.1,0.4,2.6,0,NorrMo00
324,Tab Perry,CIN,24,WR,2006,2,0,6,5,83.30%,81,16.2,0,3,50,30,13.5,2.5,40.5,0,PerrTa00
325,Aaron Walker,STL,26,TE,2006,16,6,6,5,83.30%,68,13.6,0,4,66.7,26,11.3,0.3,4.3,0,WalkAa00
326,Paris Warren,TAM,24,WR,2006,8,0,7,5,71.40%,63,12.6,0,2,57.1,26,9,0.6,7.9,0,WarrPa00
327,Jason Dunn,KAN,33,TE,2006,15,5,10,4,40.00%,40,10,0,3,40,15,4,0.3,2.7,0,DunnJa00
328,Devale Ellis,DET,22,WR,2006,9,2,9,4,44.40%,41,10.3,0,2,22.2,19,4.6,0.4,4.6,1,ElliDe00
329,Justin Gage,CHI,25,WR,2006,8,0,8,4,50.00%,68,17,0,2,37.5,34,8.5,0.5,8.5,1,GageJu00
330,Justin Green,BAL,24,FB,2006,12,3,4,4,100.00%,17,4.3,0,1,25,12,4.3,0.3,1.4,0,GreeJu00
331,Will Heller,SEA,25,TE,2006,16,0,5,4,80.00%,32,8,1,2,60,12,6.4,0.3,2,0,HellWi00
332,Taylor Jacobs,SFO,25,WR,2006,8,0,12,4,33.30%,29,7.3,0,2,25,10,2.4,0.5,3.6,0,JacoTa00
333,Martin Nance,MIN,23,WR,2006,1,1,7,4,57.10%,33,8.3,0,2,42.9,12,4.7,4,33,1,NancMa00
334,Damien Nash,DEN,24,RB,2006,3,0,7,4,57.10%,41,10.3,0,2,42.9,13,5.9,1.3,13.7,0,NashDa00
335,John Owens,NOR,26,TE,2006,5,0,5,4,80.00%,44,11,0,1,80,25,8.8,0.8,8.8,0,OwenJo00
336,Gabe Reid,CHI,29,TE,2006,13,1,10,4,40.00%,37,9.3,0,2,30,19,3.7,0.3,2.8,0,ReidGa00
337,Micheal Spurlock,ARI,23,WR,2006,1,0,4,4,100.00%,31,7.8,0,2,75,15,7.8,4,31,0,SpurMi00
338,Derrick Wimbush,JAX,26,FB,2006,12,6,5,4,80.00%,23,5.8,0,0,0,9,4.6,0.3,1.9,0,WimbDe00
339,Darian Barnes,MIA,26,FB,2006,16,6,7,3,42.90%,22,7.3,0,1,14.3,13,3.1,0.2,1.4,0,BarnDa00
340,Taye Biddle,CAR,23,WR,2006,2,0,5,3,60.00%,37,12.3,0,1,60,22,7.4,1.5,18.5,0,BiddTa00
341,Antonio Chatman,CIN,27,WR,2006,3,0,5,3,60.00%,22,7.3,0,2,40,10,4.4,1,7.3,0,ChatAn00
342,Ciatrick Fason,MIN,24,RB,2006,5,0,5,3,60.00%,19,6.3,0,1,40,12,3.8,0.6,3.8,0,FasoCi00
343,Karl Hankton,CAR,36,WR,2006,16,0,3,3,100.00%,31,10.3,0,2,66.7,18,10.3,0.2,1.9,0,HankKa00
344,Fred McCrary,ATL,34,FB,2006,15,0,4,3,75.00%,13,4.3,1,2,75,7,3.3,0.2,0.9,0,McCrFr00
345,Sean McHugh,DET,24,FB,2006,6,2,5,3,60.00%,25,8.3,0,2,60,11,5,0.5,4.2,0,McHuSe00
346,Travis Minor,MIA,27,RB,2006,16,0,3,3,100.00%,2,0.7,0,0,0,4,0.7,0.2,0.1,0,MinoTr00
347,Ricky Proehl,IND,38,WR,2006,2,1,4,3,75.00%,30,10,0,1,75,13,7.5,1.5,15,0,ProeRi00
348,Edell Shepherd,HOU,26,WR,2006,7,0,4,3,75.00%,22,7.3,0,0,0,8,5.5,0.4,3.1,2,ShepEd00
349,Chris Taylor,HOU,23,RB,2006,4,0,3,3,100.00%,40,13.3,0,1,66.7,24,13.3,0.8,10,0,TaylCh02
350,Michael Turner,SDG,24,RB,2006,13,0,3,3,100.00%,47,15.7,0,2,66.7,30,15.7,0.2,3.6,0,TurnMi00
351,Jeff Webb,KAN,24,WR,2006,10,0,4,3,75.00%,23,7.7,0,2,75,11,5.8,0.3,2.3,0,WebbJe00
352,Chris Brown,TEN,25,RB,2006,5,3,9,2,22.20%,4,2,0,0,0,4,0.4,0.4,0.8,1,BrowCh03
353,Dominique Byrd,STL,22,TE,2006,5,0,3,2,66.70%,39,19.5,1,2,66.7,27,13,0.4,7.8,0,ByrdDo00
354,Brian Calhoun,DET,22,RB,2006,7,0,2,2,100.00%,20,10,0,1,50,18,10,0.3,2.9,1,CalhBr00
355,Bam Childress,NWE,24,WR,2006,2,0,2,2,100.00%,7,3.5,0,1,100,5,3.5,1,3.5,0,ChilBr00
356,Casey Cramer,TEN,24,RB/TE,2006,15,0,2,2,100.00%,8,4,0,1,50,6,4,0.1,0.5,0,CramCa00
357,Ronnie Cruz,KAN,25,RB,2006,5,3,5,2,40.00%,20,10,0,2,40,11,4,0.4,4,0,CruzRo00
358,Andre' Davis,BUF,27,WR,2006,16,1,7,2,28.60%,13,6.5,0,0,0,8,1.9,0.1,0.8,0,DaviAn01
359,Darnell Dinkins,CLE,29,TE,2006,14,2,3,2,66.70%,14,7,1,2,66.7,11,4.7,0.1,1,1,DinkDa00
360,Eddie Drummond,DET,26,WR,2006,14,0,10,2,20.00%,10,5,0,1,20,8,1,0.1,0.7,4,DrumEd00
361,T.J. Duckett,WAS,25,RB,2006,10,0,2,2,100.00%,16,8,0,1,50,19,8,0.2,1.6,1,DuckT.00
362,Christian Fauria,WAS,35,TE,2006,9,0,3,2,66.70%,17,8.5,0,1,66.7,11,5.7,0.2,1.9,0,FaurCh00
363,Chris Francies,GNB,24,WR,2006,7,0,5,2,40.00%,16,8,0,2,40,12,3.2,0.3,2.3,0,FranCh00
364,Rod Gardner,KAN,29,WR,2006,14,0,9,2,22.20%,17,8.5,0,1,22.2,13,1.9,0.1,1.2,0,GardRo00
365,Chris Hetherington,SFO,34,FB,2006,3,2,2,2,100.00%,0,0,0,0,0,0,0,0.7,0,0,HethCh00
366,James Hodgins,NYJ,29,FB,2006,6,0,5,2,40.00%,9,4.5,0,0,0,6,1.8,0.3,1.5,0,HodgJa00
367,Oliver Hoyte,DAL,22,FB,2006,12,5,2,2,100.00%,10,5,0,0,0,6,5,0.2,0.8,0,HoytOl20
368,Damon Huard,KAN,33,QB,2006,10,8,2,2,100.00%,-6,-3,0,0,0,-2,-3,0.2,-0.6,9,HuarDa00
369,Adam Jones,TEN,23,RCB,2006,15,15,2,2,100.00%,31,15.5,0,2,100,17,15.5,0.1,2.1,4,JonePa20
370,Josh McCown,DET,27,QB,2006,2,0,2,2,100.00%,15,7.5,0,0,0,8,7.5,1,7.5,0,McCoJo01
371,Clarence Moore,BAL,24,WR,2006,10,1,6,2,33.30%,1,0.5,1,1,16.7,4,0.2,0.2,0.1,0,MoorCl00
372,Sean Morey,PIT,30,WR,2006,16,0,4,2,50.00%,29,14.5,0,2,50,15,7.3,0.1,1.8,1,MoreSe00
373,Chad Mustard,DEN,29,TE,2006,12,4,2,2,100.00%,23,11.5,0,1,100,14,11.5,0.2,1.9,0,MustCh00
374,Patrick Pass,NWE,29,FB,2006,3,0,2,2,100.00%,24,12,0,1,50,16,12,0.7,8,1,PassPa00
375,Alvin Pearman,JAX,24,RB,2006,13,0,3,2,66.70%,12,6,0,2,66.7,7,4,0.2,0.9,2,PearAl00
376,Artose Pinner,MIN,28,RB,2006,12,1,4,2,50.00%,15,7.5,0,0,50,8,3.8,0.2,1.3,1,PinnAr00
377,Lousaka Polite,DAL,25,RB,2006,12,0,8,2,25.00%,21,10.5,0,2,25,12,2.6,0.2,1.8,0,PoliLo00
378,Courtney Roby,TEN,23,WR,2006,12,0,7,2,28.60%,28,14,0,1,14.3,21,4,0.2,2.3,0,RobyCo00
379,Cliff Russell,MIA,27,WR,2006,3,0,2,2,100.00%,14,7,0,1,50,9,7,0.7,4.7,0,RussCl00
380,Quinn Sypniewski,BAL,24,TE,2006,16,3,2,2,100.00%,15,7.5,0,0,0,9,7.5,0.1,0.9,0,SypnQu00
381,Fred Wakefield,ARI,28,TE,2006,16,9,2,2,100.00%,24,12,0,1,100,19,12,0.1,1.5,1,WakeFr00
382,Delanie Walker,SFO,22,WR,2006,7,1,4,2,50.00%,30,15,0,1,25,29,7.5,0.3,4.3,0,WalkHu00
383,Travis Wilson,CLE,22,WR,2006,4,1,6,2,33.30%,32,16,0,2,33.3,16,5.3,0.5,8,0,WilsTr00
384,James Adkisson,OAK,26,WR,2006,2,0,2,1,50.00%,9,9,0,0,0,9,4.5,0.5,4.5,0,AdkiJa00
385,David Anderson,HOU,23,WR,2006,9,0,1,1,100.00%,27,27,0,1,100,27,27,0.1,3,0,AndeDa01
386,Eric Beverly,ATL,32,TE,2006,16,2,1,1,100.00%,0,0,0,0,0,0,0,0.1,0,0,BeveEr00
387,John Bronson,ARI,24,TE,2006,2,0,1,1,100.00%,25,25,0,1,100,25,25,0.5,12.5,0,BronJo00
388,Dee Brown,KAN,28,RB,2006,15,0,1,1,100.00%,5,5,0,0,0,5,5,0.1,0.3,1,BrowDe02
389,Will Buchanon,OAK,23,WR,2006,1,0,1,1,100.00%,9,9,0,1,100,9,9,1,9,0,BuchWi01
390,Kevin Everett,BUF,24,TE,2006,16,4,1,1,100.00%,1,1,0,0,0,1,1,0.1,0.1,0,EverKe00
391,Earnest Graham,TAM,26,RB,2006,16,0,4,1,25.00%,4,4,0,0,25,4,1,0.1,0.3,0,GrahEa00
392,Rex Grossman,CHI,26,QB,2006,16,16,1,1,100.00%,-4,-4,0,0,0,-4,-4,0.1,-0.3,8,GrosRe00
393,DeAngelo Hall*,ATL,23,LCB,2006,16,16,1,1,100.00%,0,0,0,0,0,0,0,0.1,0,1,HallDe99
